playerName, playerID
Mike Trout,troutmi01
Cole Tucker,tuckeco01
Troy Tulowitzki,tulowtr01
Justin Turner,turneju01
Trea Turner,turnetr01
Richard Urena,urenari01
Luis Urias,uriaslu01
Gio Urshela,urshegi01
Pat Valaika,valaipa01
Josh VanMeter,vanmejo01
Ildemaro Vargas,vargail01
Christian Vazquez,vazquch01
Andrew Velazquez,velazan01
Pat Venditte,vendipa01
Alex Verdugo,verdual01
Jonathan Villar,villajo01
Daniel Vogelbach,vogelda01
Stephen Vogt,vogtst01
Luke Voit,voitlu01
Joey Votto,vottojo01
Tyler Wade,wadety01
Mitch Walding,waldimi01
Christian Walker,walkech02
Neil Walker,walkene01
Chad Wallach,wallach01
Taylor Ward,wardta01
Joey Wendle,wendljo01
Matt Wieters,wietema01
Stevie Wilkerson,wilkest01
Nick Williams,willini01
Taylor Williams,willita01
Mac Williamson,willima11
Jesse Winker,winkeje01
Patrick Wisdom,wisdopa01
Tony Wolters,wolteto01
Kolten Wong,wongko01
Austin Wynns,wynnsau01
Christian Yelich,yelicch01
Mark Zagunis,zagunma01
Ryan Zimmerman,zimmery01
Ben Zobrist,zobribe01
Mike Zunino,zuninmi01
